transaction_id,amount,transaction_hour,transactions_last_24h,account_age_days,device_changes_7d,location_changes_7d,is_fraud
TXN001895,50.65,13,5,456,0,0,0
TXN001896,39.86,19,3,160,0,0,0
TXN001897,43.82,13,6,279,1,1,0
TXN001898,212.48,8,3,72,2,1,0
TXN001899,87.95,23,3,177,0,0,1
TXN001900,42.47,20,4,414,0,1,0
TXN001901,98.73,18,2,665,0,1,0
TXN001902,41.11,12,4,260,0,1,0
TXN001903,147.99,9,5,204,0,0,0
TXN001904,74.75,21,2,223,0,0,0
TXN001905,49.84,14,0,249,0,1,0
TXN001906,79.88,19,9,456,0,0,1
TXN001907,14.36,11,3,1019,0,1,0
TXN001908,20.95,11,6,70,0,2,0
TXN001909,19.79,23,1,205,1,0,0
TXN001910,61.65,14,3,73,1,2,0
TXN001911,238.09,8,4,178,0,1,0
TXN001912,363.8,9,5,340,0,1,0
TXN001913,93.91,13,2,107,0,0,0
TXN001914,83.57,4,2,573,0,0,1
TXN001915,11.81,13,4,153,2,0,0
TXN001916,34.42,12,5,547,0,1,0
TXN001917,27.95,18,5,226,0,0,0
TXN001918,32.21,11,2,300,0,0,0
TXN001919,47.33,23,4,498,0,0,0
TXN001920,36.55,9,2,1238,0,0,0
TXN001921,10.15,15,2,227,0,0,0
TXN001922,103.1,7,2,72,0,0,0
TXN001923,21.94,17,3,1070,0,0,0
TXN001924,66.91,23,6,557,0,1,1
TXN001925,318.29,19,2,197,0,0,0
TXN001926,24.99,14,2,363,0,0,0
TXN001927,6.36,13,4,399,1,0,0
TXN001928,42.82,19,3,237,0,0,0
TXN001929,139.19,21,6,122,1,2,0
TXN001930,288.47,23,3,287,1,0,0
TXN001931,19.2,12,4,112,0,1,0
TXN001932,83.28,23,2,1219,0,0,0
TXN001933,36.76,8,5,789,0,0,0
TXN001934,49.9,10,4,794,0,1,0
TXN001935,516.82,7,4,64,0,0,0
TXN001936,15.22,10,4,247,0,1,0
TXN001937,67.74,18,5,115,0,0,0
TXN001938,81.25,19,0,413,0,1,0
TXN001939,137.4,18,2,38,0,0,0
TXN001940,59.34,15,6,805,2,0,0
TXN001941,70.94,14,4,283,0,1,0
TXN001942,39.14,17,3,290,1,1,0
TXN001943,68.63,12,2,318,0,0,0
TXN001944,40.78,19,5,138,0,0,0
TXN001945,92.6,16,2,530,1,3,1
TXN001946,39.88,16,1,271,1,0,0
TXN001947,75.23,14,1,428,0,0,0
TXN001948,53.26,20,4,10,1,0,0
TXN001949,142.19,10,3,607,0,0,0
TXN001950,52.26,12,3,105,0,1,0
TXN001951,12.1,18,3,101,1,1,0
TXN001952,159.59,13,2,333,0,0,0
TXN001953,25.28,20,2,380,0,1,0
TXN001954,31.32,11,4,796,1,2,0
TXN001955,32.91,12,1,391,0,1,0
TXN001956,175.61,20,4,548,0,0,0
TXN001957,8.89,13,2,461,0,0,0
TXN001958,786.1,14,3,642,0,0,0
TXN001959,133.97,11,1,1262,0,0,0
TXN001960,66.01,10,4,253,0,0,0
TXN001961,52.11,16,2,197,0,1,0
TXN001962,69.6,8,4,270,0,1,0
TXN001963,85.03,20,3,910,0,0,0
TXN001964,94.48,18,4,190,3,1,1
TXN001965,87.55,9,5,327,2,1,0
TXN001966,58.92,16,5,148,0,1,0
TXN001967,46.17,15,3,239,0,0,0
TXN001968,48.01,9,2,169,0,1,0
TXN001969,46.26,10,2,273,1,0,0
TXN001970,143.12,12,1,426,0,0,0
TXN001971,90.43,16,3,430,1,0,0
TXN001972,5.0,15,3,196,0,0,0
TXN001973,95.35,14,1,71,0,1,0
TXN001974,64.43,18,0,848,1,1,0
TXN001975,53.74,17,3,628,0,1,0
TXN001976,39.24,15,2,1280,1,0,0
TXN001977,141.95,18,5,251,0,0,0
TXN001978,122.17,11,6,21,0,0,1
TXN001979,28.31,20,7,851,0,0,0
TXN001980,77.17,15,4,293,1,1,1
TXN001981,23.91,19,3,155,0,0,0
TXN001982,16.9,14,6,352,0,0,0
TXN001983,32.05,9,5,227,0,0,0
TXN001984,113.64,14,2,346,0,1,0
TXN001985,122.75,12,6,227,0,1,0
TXN001986,84.45,16,6,106,1,1,0
TXN001987,101.12,13,1,510,0,1,0
TXN001988,84.67,19,2,298,0,0,0
TXN001989,31.65,16,4,716,0,0,0
TXN001990,78.82,16,4,69,0,0,0
TXN001991,107.81,9,1,485,0,2,0
TXN001992,103.66,23,0,383,1,1,0
TXN001993,149.99,19,3,795,0,0,0
TXN001994,99.69,18,2,331,0,1,0
TXN001995,73.61,11,6,413,0,0,0
TXN001996,135.59,14,2,90,0,0,0
TXN001997,53.38,8,2,18,1,1,0
TXN001998,25.8,14,3,625,1,0,0
TXN001999,47.53,8,4,670,0,0,0
TXN002000,28.99,14,4,75,0,0,0
TXN002001,30.76,16,1,133,0,0,0
TXN002002,48.29,12,2,465,0,1,0
TXN002003,27.84,13,8,854,0,2,1
TXN002004,42.02,20,3,250,0,0,0
TXN002005,10.92,8,3,360,0,0,0
TXN002006,65.45,18,3,360,0,1,0
TXN002007,54.65,9,2,330,0,0,0
TXN002008,27.26,3,3,163,0,0,0
TXN002009,95.62,9,3,389,0,0,0
TXN002010,121.14,18,5,327,0,1,0
TXN002011,13.92,12,7,202,0,0,0
TXN002012,28.55,20,5,1087,1,1,0
TXN002013,28.4,14,3,94,0,0,0
TXN002014,24.56,1,2,1024,1,0,0
TXN002015,110.5,17,3,460,0,0,0
TXN002016,46.3,8,4,594,0,0,0
TXN002017,43.6,18,3,137,1,1,0
TXN002018,9.94,9,5,1095,1,1,0
TXN002019,93.7,11,4,281,0,0,0
TXN002020,19.04,18,3,690,0,0,0
TXN002021,57.45,21,6,367,2,0,0
TXN002022,69.11,12,4,100,0,0,0
TXN002023,173.57,19,4,82,1,1,0
TXN002024,17.95,9,2,837,0,1,0
TXN002025,5.0,18,3,42,0,0,0
TXN002026,63.83,16,7,311,1,1,0
TXN002027,252.25,9,5,563,0,0,0
TXN002028,156.51,11,2,534,0,1,0
TXN002029,65.25,8,6,214,0,0,0
TXN002030,35.95,12,3,263,0,0,0
TXN002031,108.42,9,4,901,1,1,0
TXN002032,23.87,16,7,258,0,0,0
TXN002033,81.85,23,4,305,0,0,0
TXN002034,83.9,0,3,165,0,0,1
TXN002035,134.45,14,1,462,1,0,0
TXN002036,570.04,14,3,1133,1,0,0
TXN002037,76.21,20,1,286,1,1,0
TXN002038,35.42,13,5,91,1,0,0
TXN002039,53.42,14,2,126,0,0,0
TXN002040,12.14,13,3,400,0,0,0
TXN002041,30.25,10,3,192,0,1,1
TXN002042,38.56,5,3,641,1,0,0
TXN002043,34.97,12,3,283,0,0,0
TXN002044,62.15,5,6,571,0,0,0
TXN002045,27.14,14,1,391,2,0,0
TXN002046,141.58,11,7,114,0,0,0
TXN002047,54.61,14,6,210,1,1,1
TXN002048,54.17,8,2,305,1,3,1
TXN002049,41.32,21,3,1144,1,0,0
TXN002050,62.3,20,1,777,0,2,0
TXN002051,110.09,9,2,111,0,0,0
TXN002052,26.13,11,2,281,0,0,0
TXN002053,31.21,15,3,401,0,1,0
TXN002054,42.18,7,4,173,1,1,0
TXN002055,17.39,11,3,210,0,0,0
TXN002056,27.21,10,1,102,0,0,0
TXN002057,36.42,20,1,424,0,0,0
TXN002058,114.8,19,3,148,1,0,0
TXN002059,68.25,15,4,71,0,1,0
TXN002060,64.36,14,1,269,0,1,0
TXN002061,112.53,21,2,439,0,0,0
TXN002062,48.58,21,2,327,0,1,0
TXN002063,76.09,22,3,345,0,2,0
TXN002064,50.01,8,4,217,1,2,0
TXN002065,68.41,9,4,222,1,0,0
TXN002066,33.27,16,3,997,1,0,0
TXN002067,6.87,14,8,741,0,1,1
TXN002068,48.71,1,5,360,0,0,0
TXN002069,182.97,6,5,150,1,0,0
TXN002070,119.97,20,1,629,0,0,0
TXN002071,124.04,19,1,880,0,0,0
TXN002072,156.13,11,1,595,0,0,0
TXN002073,58.87,20,5,283,2,0,0
TXN002074,64.57,15,6,392,0,0,0
TXN002075,32.3,18,4,205,0,1,0
TXN002076,41.73,12,1,408,0,1,1
TXN002077,92.15,8,2,368,0,1,0
TXN002078,151.91,12,3,572,0,2,0
TXN002079,48.5,13,4,219,0,3,1
TXN002080,37.24,14,2,1120,0,0,0
TXN002081,54.62,7,3,97,0,0,0
TXN002082,91.02,23,2,435,0,0,1
TXN002083,16.0,10,3,646,0,0,0
TXN002084,7.75,9,5,166,0,0,0
TXN002085,34.19,14,4,466,2,1,0
TXN002086,19.34,14,4,539,1,0,0
TXN002087,35.45,13,5,426,0,1,0
TXN002088,48.15,18,3,857,1,0,0
TXN002089,37.14,14,1,596,0,0,0
TXN002090,187.65,15,2,114,1,0,0
TXN002091,72.08,17,5,395,3,0,1
TXN002092,70.49,2,7,270,1,0,1
TXN002093,92.65,14,5,616,0,1,0
TXN002094,20.74,20,3,485,1,0,0
TXN002095,132.06,1,4,349,1,1,0
TXN002096,51.19,12,2,171,0,0,0
TXN002097,96.54,21,3,227,0,1,0
TXN002098,21.95,11,4,142,0,0,0
TXN002099,14.57,13,1,445,1,0,0
TXN002100,109.42,22,4,197,0,0,0
TXN002101,75.18,9,4,304,0,1,0
TXN002102,25.36,6,1,766,1,0,0
TXN002103,26.07,19,0,647,1,0,0
TXN002104,142.11,19,2,707,0,2,1
TXN002105,19.87,13,3,129,0,0,0
TXN002106,220.58,14,4,89,0,1,0
TXN002107,25.39,19,4,1733,0,0,0
TXN002108,93.94,17,5,334,1,0,0
TXN002109,41.29,10,3,255,0,1,0
TXN002110,91.17,1,7,202,0,0,0
TXN002111,34.38,13,5,204,0,0,0
TXN002112,47.54,19,3,605,1,0,0
TXN002113,56.53,20,6,223,1,0,0
TXN002114,23.29,22,3,163,0,0,0
TXN002115,102.48,20,3,447,0,0,0
TXN002116,35.3,15,3,186,0,1,0
TXN002117,44.96,13,2,262,0,1,0
TXN002118,23.45,18,2,19,2,0,0
TXN002119,6.18,17,5,674,0,0,1
TXN002120,46.42,14,4,515,0,0,0
TXN002121,424.42,7,0,439,4,0,1
TXN002122,106.37,21,3,574,1,1,1
TXN002123,53.71,13,3,272,1,0,0
TXN002124,43.66,12,5,436,1,0,0
TXN002125,55.65,15,2,571,1,0,0
TXN002126,86.93,16,2,221,0,1,0
TXN002127,20.01,9,4,722,1,0,0
TXN002128,140.78,19,4,772,0,0,0
TXN002129,100.29,11,4,243,0,2,0
TXN002130,100.53,9,1,1263,0,0,0
TXN002131,79.26,12,4,372,0,1,0
TXN002132,55.52,17,2,541,1,0,1
TXN002133,96.73,22,1,444,1,0,0
TXN002134,90.29,18,3,770,0,1,0
TXN002135,40.41,21,6,486,0,1,0
TXN002136,33.53,8,7,482,1,0,0
TXN002137,59.54,6,3,574,0,2,0
TXN002138,203.7,14,10,238,0,0,1
TXN002139,19.04,11,3,651,2,0,0
TXN002140,15.68,19,1,499,1,0,0
TXN002141,62.81,16,5,441,0,0,0
TXN002142,57.01,22,3,42,0,0,0
TXN002143,63.27,10,2,322,1,0,0
TXN002144,67.18,13,3,275,0,1,0
TXN002145,45.16,13,6,140,0,0,0
TXN002146,193.71,10,3,448,1,1,0
TXN002147,14.0,15,6,624,0,0,0
TXN002148,27.0,13,4,216,0,0,0
TXN002149,50.01,13,1,130,0,1,0
TXN002150,13.51,12,3,203,1,0,0
TXN002151,47.02,1,3,1357,0,0,1
TXN002152,224.14,14,3,418,1,1,0
TXN002153,55.58,11,1,226,0,0,0
TXN002154,66.43,0,1,633,0,2,1
TXN002155,18.71,11,4,414,0,2,0
TXN002156,32.33,10,4,560,1,1,0
TXN002157,39.69,12,2,231,0,1,0
TXN002158,41.68,8,5,209,0,0,0
TXN002159,162.29,13,2,209,0,1,0
TXN002160,87.71,16,1,163,0,1,0
TXN002161,21.23,15,3,417,0,2,0
TXN002162,67.32,18,3,838,0,0,0
TXN002163,83.39,13,2,440,0,1,0
TXN002164,143.9,14,2,707,0,1,0
TXN002165,209.24,18,2,197,0,0,0
TXN002166,23.04,12,1,502,0,0,0
TXN002167,27.41,17,2,373,0,0,0
TXN002168,18.75,12,3,505,0,0,0
TXN002169,44.75,12,1,200,2,0,0
TXN002170,81.16,18,3,271,0,1,0
TXN002171,126.37,9,1,163,1,1,0
TXN002172,51.18,11,1,844,1,1,0
TXN002173,41.6,10,3,934,0,1,0
TXN002174,62.12,11,4,324,0,1,1
TXN002175,26.85,10,7,187,0,1,0
TXN002176,322.5,15,2,457,0,0,0
TXN002177,13.92,18,3,221,1,0,0
TXN002178,63.88,18,4,825,0,2,0
TXN002179,304.92,12,2,402,0,0,0
TXN002180,54.91,23,1,729,0,0,0
TXN002181,46.45,15,3,312,0,0,0
TXN002182,40.29,12,6,52,0,1,0
TXN002183,46.84,19,1,255,0,0,0
TXN002184,175.37,17,5,124,2,1,0
TXN002185,8.33,17,3,335,0,0,0
TXN002186,201.02,9,5,136,1,0,0
TXN002187,16.28,13,3,258,0,1,0
TXN002188,43.53,19,4,737,0,0,0
TXN002189,37.91,13,1,97,1,0,0
TXN002190,90.04,16,3,429,1,0,0
TXN002191,14.04,15,4,320,0,0,0
TXN002192,80.87,19,5,143,2,0,0
TXN002193,305.11,10,2,808,0,1,0
TXN002194,17.14,14,2,695,1,0,0
TXN002195,64.15,8,4,187,1,0,0
TXN002196,31.1,16,6,243,0,2,0
TXN002197,78.41,17,3,224,0,0,0
TXN002198,55.49,4,7,512,0,0,0
TXN002199,31.65,16,4,520,0,0,0
TXN002200,82.66,12,1,477,0,0,0
TXN002201,253.08,8,2,196,1,1,0
TXN002202,46.42,12,5,481,1,0,0
TXN002203,100.66,9,4,763,1,0,0
TXN002204,18.19,12,2,668,0,1,0
TXN002205,24.22,12,3,676,0,0,0
TXN002206,81.58,17,2,268,0,0,0
TXN002207,192.77,18,3,415,0,3,1
TXN002208,73.87,15,4,769,1,1,0
TXN002209,41.84,1,0,867,0,0,0
TXN002210,54.57,21,4,797,1,0,0
TXN002211,18.86,16,1,91,0,0,0
TXN002212,91.27,3,2,408,0,0,0
TXN002213,115.58,19,6,544,0,0,0
TXN002214,37.18,9,3,1847,0,0,0
TXN002215,36.62,15,3,133,0,2,0
TXN002216,68.44,13,5,225,0,0,0
TXN002217,37.67,12,1,410,0,0,0
TXN002218,51.61,20,2,116,0,0,0
TXN002219,325.31,13,1,199,1,0,1
TXN002220,44.26,6,2,327,0,0,0
TXN002221,40.26,21,2,227,0,1,0
TXN002222,31.49,21,4,941,1,1,0
TXN002223,102.78,16,2,186,0,1,0
TXN002224,46.8,13,9,723,0,0,1
TXN002225,31.44,7,2,122,0,0,0
TXN002226,167.86,18,4,104,0,0,1
TXN002227,182.48,6,3,576,0,0,0
TXN002228,32.77,6,4,316,0,0,0
TXN002229,11.17,14,9,5,1,0,1
TXN002230,128.56,9,2,301,1,1,0
TXN002231,30.51,0,3,754,0,0,0
TXN002232,106.91,12,3,433,1,0,0
TXN002233,10.23,8,8,745,0,1,1
TXN002234,116.6,9,4,562,4,0,1
TXN002235,19.5,7,4,289,0,0,0
TXN002236,101.61,9,0,585,0,2,0
TXN002237,55.26,17,0,672,0,0,0
TXN002238,24.27,18,4,134,0,1,1
TXN002239,38.63,13,3,486,0,0,0
TXN002240,97.84,13,1,363,0,0,0
TXN002241,59.74,2,6,393,0,1,0
TXN002242,89.73,6,1,416,0,0,0
TXN002243,292.94,10,0,640,0,0,0
TXN002244,14.45,14,2,407,1,0,1
TXN002245,215.86,17,1,455,0,1,0
TXN002246,59.66,15,7,136,0,0,0
TXN002247,25.43,12,3,442,0,1,0
TXN002248,17.62,8,2,274,0,0,0
TXN002249,46.49,18,7,828,0,1,0
TXN002250,119.51,12,3,393,0,0,0
TXN002251,48.99,17,1,626,0,0,0
TXN002252,197.25,14,2,278,0,0,0
TXN002253,15.9,17,3,730,0,1,1
TXN002254,54.04,20,1,791,0,0,0
TXN002255,18.83,21,1,329,0,0,0
TXN002256,74.37,14,2,328,0,0,0
TXN002257,116.03,14,3,429,0,0,0
TXN002258,38.18,10,3,718,2,0,0
TXN002259,5.97,21,6,442,1,1,0
TXN002260,64.66,13,9,902,0,0,1
TXN002261,79.14,8,1,213,1,1,0
TXN002262,76.99,12,3,458,0,1,0
TXN002263,156.09,8,1,443,0,0,0
TXN002264,21.97,13,1,122,2,0,0
TXN002265,97.34,14,3,261,0,0,0
TXN002266,150.45,11,1,750,0,1,0
TXN002267,12.04,6,4,45,2,1,0
TXN002268,71.64,21,4,135,1,0,0
TXN002269,35.57,18,4,271,0,0,0
TXN002270,50.94,19,2,174,1,1,0
TXN002271,73.37,12,1,769,0,1,0
TXN002272,36.08,18,2,1522,0,0,0
TXN002273,30.74,13,2,170,0,1,0
TXN002274,56.21,9,5,760,0,0,0
TXN002275,21.67,8,3,181,1,1,0
TXN002276,21.69,11,2,58,0,0,0
TXN002277,97.27,8,6,325,0,1,0
TXN002278,20.56,23,4,74,1,0,0
TXN002279,96.19,5,5,790,1,0,0
TXN002280,80.9,13,2,694,0,0,0
TXN002281,12.59,13,1,499,0,0,0
TXN002282,30.69,11,4,130,0,1,0
TXN002283,150.66,14,4,659,0,1,0
TXN002284,23.71,8,4,1419,0,0,0
TXN002285,36.79,18,2,620,0,0,0
TXN002286,80.86,11,4,131,0,0,0
TXN002287,106.26,15,0,227,0,0,0
TXN002288,44.09,17,5,280,0,0,0
TXN002289,32.86,20,3,256,0,0,0
TXN002290,182.91,19,1,176,0,1,0
TXN002291,239.38,15,4,453,0,3,1
TXN002292,125.47,12,4,644,0,0,0
TXN002293,58.7,13,2,281,0,1,0
TXN002294,27.47,18,3,109,0,1,0
TXN002295,26.95,20,3,650,0,1,0
TXN002296,85.13,7,2,26,1,0,0
TXN002297,77.92,12,2,250,2,0,0
TXN002298,179.71,18,4,367,0,2,0
TXN002299,94.91,12,2,361,2,1,0
TXN002300,15.22,11,4,239,2,0,0
TXN002301,133.51,12,0,275,0,0,0
TXN002302,23.37,15,3,173,0,0,0
TXN002303,39.39,23,3,94,0,1,0
TXN002304,67.54,13,2,313,0,1,0
TXN002305,297.77,9,2,283,0,0,0
TXN002306,767.72,9,4,648,0,3,1
TXN002307,91.44,4,4,147,0,0,0
TXN002308,46.73,14,1,472,0,1,0
TXN002309,86.0,14,2,359,1,0,0
TXN002310,116.11,9,3,183,0,0,0
TXN002311,41.57,16,0,366,0,0,0
TXN002312,251.12,17,1,328,1,0,0
TXN002313,66.39,10,7,343,1,1,0
TXN002314,83.35,11,3,318,0,1,0
TXN002315,96.16,23,2,306,0,1,1
TXN002316,78.13,12,8,299,0,0,1
TXN002317,111.4,18,3,407,0,0,0
TXN002318,32.31,13,1,198,0,0,0
TXN002319,33.97,18,4,308,0,1,0
TXN002320,21.43,18,3,583,0,0,0
TXN002321,79.33,16,2,249,1,1,0
TXN002322,105.86,19,10,572,0,2,1
TXN002323,80.57,21,5,229,1,1,0
TXN002324,226.63,15,1,893,0,2,0
TXN002325,54.34,10,5,164,0,0,0
TXN002326,96.39,12,3,489,0,0,0
TXN002327,21.59,17,4,97,0,0,0
TXN002328,39.29,16,2,486,0,0,0
TXN002329,98.61,9,2,221,0,0,0
TXN002330,112.36,5,7,537,0,0,0
TXN002331,42.53,16,4,536,0,0,0
TXN002332,51.37,10,5,488,1,0,0
TXN002333,15.03,13,3,379,1,0,0
TXN002334,40.31,17,4,246,3,0,1
TXN002335,116.38,14,1,440,1,0,0
TXN002336,89.03,7,3,817,1,0,0
TXN002337,83.56,9,4,149,2,0,0
TXN002338,56.96,9,7,178,1,0,0
TXN002339,54.93,10,5,178,1,0,0
TXN002340,31.15,14,7,89,0,0,0
TXN002341,98.89,13,3,513,0,0,1
TXN002342,78.09,9,5,187,0,0,0
TXN002343,82.95,6,1,572,1,0,0
TXN002344,34.91,9,4,225,0,0,0
TXN002345,8.76,23,3,234,1,0,1
TXN002346,138.74,13,3,674,0,0,0
TXN002347,36.34,19,0,167,0,1,0
TXN002348,26.22,19,3,145,0,0,0
TXN002349,98.44,14,1,1141,0,1,0
TXN002350,39.13,17,2,276,0,1,0
TXN002351,134.42,9,3,234,0,2,0
TXN002352,92.25,16,1,347,0,0,0
TXN002353,97.62,10,4,115,0,1,0
TXN002354,17.1,19,4,107,0,3,1
TXN002355,152.96,7,3,654,0,0,0
TXN002356,68.17,18,3,143,0,0,0
TXN002357,39.89,7,4,409,1,1,0
TXN002358,61.68,20,2,464,1,0,0
TXN002359,12.06,11,1,226,0,1,0
TXN002360,77.27,16,1,22,0,0,0
TXN002361,22.76,13,2,330,0,1,0
TXN002362,17.29,12,2,194,0,0,0
TXN002363,14.97,16,4,999,0,2,0
TXN002364,140.58,21,6,189,1,0,0
TXN002365,31.98,4,2,461,0,2,0
TXN002366,201.07,21,5,107,1,0,0
TXN002367,34.62,15,0,437,0,0,0
TXN002368,12.79,18,2,336,0,1,1
TXN002369,21.14,12,5,679,1,1,0
TXN002370,156.09,13,4,315,1,0,0
TXN002371,47.82,19,2,112,0,1,0
TXN002372,34.26,12,2,179,0,1,1
TXN002373,62.55,14,4,1056,0,0,0
TXN002374,83.64,1,0,243,0,0,1
TXN002375,141.15,9,3,15,2,0,0
TXN002376,187.02,16,6,271,0,0,0
TXN002377,40.21,17,2,228,0,0,0
TXN002378,17.69,15,3,138,1,2,0
TXN002379,38.42,8,1,244,0,0,0
TXN002380,68.12,13,0,592,1,0,0
TXN002381,24.07,11,3,290,0,0,0
TXN002382,24.2,13,3,114,1,0,0
TXN002383,73.13,19,5,181,0,0,0
TXN002384,52.39,18,3,505,0,0,0
TXN002385,56.14,7,4,403,0,0,0
TXN002386,28.65,20,3,342,0,1,0
TXN002387,44.89,13,4,496,0,1,0
TXN002388,24.89,17,4,184,0,1,0
TXN002389,116.36,8,4,727,1,0,0
TXN002390,131.63,16,4,926,1,1,0
TXN002391,11.37,10,2,306,0,1,0
TXN002392,24.78,13,2,865,0,0,0
TXN002393,15.3,1,4,494,0,1,0
TXN002394,31.42,8,0,218,0,1,0
TXN002395,50.86,7,6,74,1,2,0
TXN002396,15.92,10,5,366,0,0,0
TXN002397,24.94,7,3,176,0,0,0
TXN002398,23.26,16,2,511,0,0,0
TXN002399,65.12,2,4,207,1,1,1
TXN002400,57.91,15,3,235,0,0,0
TXN002401,29.56,8,5,548,1,2,0
TXN002402,63.45,21,2,252,1,0,0
TXN002403,34.31,21,3,61,0,2,0
TXN002404,43.34,10,5,392,0,1,0
TXN002405,226.43,15,3,929,0,0,0
TXN002406,170.61,2,6,198,0,0,0
TXN002407,18.09,21,2,265,0,1,0
TXN002408,110.53,14,4,437,0,1,0
TXN002409,108.82,4,3,350,0,0,1
TXN002410,20.57,11,5,679,0,1,0
TXN002411,109.5,7,2,782,0,0,0
TXN002412,201.79,12,1,430,0,0,0
TXN002413,21.03,16,2,304,1,2,0
TXN002414,25.03,13,2,251,0,1,0
TXN002415,129.67,12,5,303,0,0,0
TXN002416,68.77,8,1,751,1,0,0
TXN002417,87.25,10,6,153,0,0,0
TXN002418,72.93,7,3,726,0,1,0
TXN002419,76.1,18,4,256,1,0,0
TXN002420,17.68,8,7,866,0,0,0
TXN002421,132.98,15,4,122,0,4,1
TXN002422,147.55,11,2,740,1,0,0
TXN002423,44.93,10,4,328,0,0,0
TXN002424,52.62,15,4,990,0,0,1
TXN002425,14.86,13,8,147,0,0,1
TXN002426,84.53,12,5,665,0,0,0
TXN002427,88.79,15,2,442,1,1,0
TXN002428,51.79,13,1,489,0,1,0
TXN002429,141.98,11,6,326,0,0,0
TXN002430,41.1,14,3,347,0,0,0
TXN002431,88.23,16,1,251,1,0,0
TXN002432,22.95,2,3,36,1,0,0
TXN002433,53.52,13,1,336,0,0,0
TXN002434,47.08,6,4,550,0,0,0
TXN002435,66.12,9,3,826,0,0,0
TXN002436,39.88,14,2,257,0,1,0
TXN002437,48.83,19,4,60,1,1,0
TXN002438,110.18,20,5,42,0,2,0
TXN002439,37.67,6,3,309,0,0,0
TXN002440,13.94,12,2,241,0,0,0
TXN002441,241.57,15,6,62,0,0,0
TXN002442,176.66,8,0,841,0,1,1
TXN002443,18.2,18,2,400,0,0,0
TXN002444,98.13,17,6,183,0,0,0
TXN002445,35.6,20,3,172,0,0,0
TXN002446,68.3,0,4,523,1,0,1
TXN002447,70.11,9,1,973,0,0,0
TXN002448,44.73,19,5,680,1,0,0
TXN002449,28.04,16,1,671,0,0,0
TXN002450,30.36,20,2,302,0,1,0
TXN002451,25.06,5,5,29,2,0,1
TXN002452,26.92,15,3,208,0,1,0
TXN002453,51.57,14,4,903,0,0,0
TXN002454,29.71,3,5,222,0,0,0
TXN002455,97.49,14,3,151,0,0,0
TXN002456,193.28,15,5,184,0,1,0
TXN002457,33.35,9,1,305,0,0,0
TXN002458,66.92,10,1,272,0,0,0
TXN002459,83.49,16,2,99,0,0,0
TXN002460,81.55,13,4,463,0,0,0
TXN002461,58.24,19,5,349,0,0,0
TXN002462,102.65,11,8,257,0,1,1
TXN002463,82.26,10,4,375,1,1,0
TXN002464,19.07,23,4,764,1,0,1
TXN002465,114.29,20,5,287,0,0,0
TXN002466,116.07,2,2,501,0,1,0
TXN002467,28.54,18,11,216,0,0,1
TXN002468,56.39,8,3,161,1,0,0
TXN002469,97.6,2,4,425,0,0,0
TXN002470,45.7,10,1,65,0,1,0
TXN002471,135.92,10,5,194,0,1,0
TXN002472,407.19,19,2,277,1,1,0
TXN002473,27.99,17,3,234,0,0,0
TXN002474,16.88,22,2,678,1,0,0
TXN002475,70.69,17,3,246,1,0,0
TXN002476,100.82,12,4,780,0,0,0
TXN002477,44.87,16,2,318,0,0,0
TXN002478,187.78,23,6,87,0,0,0
TXN002479,17.5,17,3,287,0,0,0
TXN002480,98.39,18,3,143,1,0,0
TXN002481,32.62,21,5,27,0,1,1
TXN002482,235.44,8,6,475,0,1,0
TXN002483,296.97,17,1,43,1,0,0
TXN002484,28.46,19,3,38,1,0,0
TXN002485,34.22,21,5,1205,0,0,0
TXN002486,113.37,9,3,642,0,0,0
TXN002487,39.29,13,3,180,1,1,0
TXN002488,52.53,16,3,198,0,0,0
TXN002489,55.79,10,5,387,1,0,0
TXN002490,10.68,15,3,211,0,1,0
TXN002491,53.96,10,2,131,0,1,0
TXN002492,30.38,11,2,112,1,0,1
TXN002493,35.9,13,4,300,0,0,0
TXN002494,186.25,14,1,93,1,0,0
TXN002495,18.76,13,6,854,0,1,0
TXN002496,108.99,13,1,385,1,1,0
TXN002497,43.07,11,0,893,0,0,0
TXN002498,43.04,9,4,643,1,0,0
TXN002499,106.89,4,2,425,1,0,0
TXN002500,72.9,9,3,58,0,0,0
TXN002501,88.68,15,1,132,1,1,0
TXN002502,124.33,18,3,502,0,0,0
TXN002503,41.2,9,3,374,1,0,0
TXN002504,32.45,8,3,361,0,0,0
TXN002505,21.71,17,3,316,0,0,0
TXN002506,27.07,11,6,74,0,0,0
TXN002507,669.63,21,0,406,0,0,0
TXN002508,157.27,17,3,293,0,2,0
TXN002509,17.32,11,6,242,0,0,0
TXN002510,17.74,10,1,614,0,0,0
TXN002511,82.24,14,3,289,0,0,0
TXN002512,86.94,7,1,312,1,1,0
TXN002513,87.06,8,3,1290,0,2,0
TXN002514,43.96,9,4,210,1,0,0
TXN002515,49.08,18,4,330,1,0,0
TXN002516,72.15,14,3,505,1,0,0
TXN002517,58.73,0,3,425,0,1,0
TXN002518,8.28,16,3,217,0,0,0
TXN002519,44.91,12,1,189,0,1,0
TXN002520,26.48,14,2,232,0,0,0
TXN002521,63.37,9,5,232,0,0,0
TXN002522,690.54,14,2,588,1,0,0
TXN002523,74.62,22,4,533,1,0,1
TXN002524,41.83,6,0,156,0,1,0
TXN002525,119.53,10,3,492,0,1,0
TXN002526,82.29,10,2,176,0,0,0
